38070 402 1 13695 14454 27791 20343 0
38120 402 1 13695 14454 27791 20302 0
38121 402 1 13695 14454 27791 20302 0
38170 402 1 13694 14454 27791 20302 0
38203 402 1 13694 14420 27791 20302 0
38270 402 1 13694 14420 25788 20302 0
38336 402 1 13694 14420 25788 20245 0
38336 402 1 13694 14420 25788 20245 0
38376 402 1 13709 14420 25788 20245 0
38420 402 1 13709 14388 25788 20245 0
38486 403 1 13709 14388 24308 20245 0
38553 403 1 13709 14388 24308 20216 0
38553 403 1 13709 14388 24308 20216 0
38586 406 1 13675 14388 24308 20216 0
38620 408 1 13675 14350 24308 20216 0
38686 410 1 13675 14350 23545 20216 0
38753 414 1 13675 14350 23545 20191 0
38753 414 1 13675 14350 23545 20191 0
38803 417 1 13677 14350 23545 20191 0
38837 419 1 13677 14310 23545 20191 0
38904 423 1 13677 14310 23089 20191 0
38953 426 1 13677 14310 23089 20161 0
38953 426 1 13677 14310 23089 20161 0
39003 428 1 13687 14310 23089 20161 0
39037 430 1 13687 14283 23089 20161 0
39103 432 1 13687 14283 22944 20161 0
39170 437 1 13687 14283 22944 20157 0
39170 437 1 13687 14283 22944 20157 0
39220 439 1 13665 14283 22944 20157 0
39253 439 1 13665 14286 22944 20157 0
39320 441 1 13665 14286 22863 20157 0
39369 443 1 13665 14286 22863 20156 0
39369 443 1 13665 14286 22863 20156 0
39416 443 1 13685 14286 22863 20156 0
39453 445 1 13685 14279 22863 20156 0
39520 448 1 13685 14279 22824 20156 0
39586 450 1 13685 14279 22824 20143 0
39586 450 1 13685 14279 22824 20143 0
39624 450 1 13690 14279 22824 20143 0
39670 454 1 13690 14259 22824 20143 0
39720 456 1 13690 14259 22792 20143 0
39786 461 1 13690 14259 22792 20140 0
39786 461 1 13690 14259 22792 20140 0
39820 463 1 13685 14259 22792 20140 0
39870 465 1 13685 14259 22792 20140 0
39936 467 1 13685 14259 22776 20140 0
40003 472 1 13685 14259 22776 20140 0
40003 472 1 13685 14259 22776 20140 0
40036 472 1 13685 14259 22776 20140 0
40086 474 1 13685 14256 22776 20140 0
40136 476 1 13685 14256 22758 20140 0
40199 478 1 13685 14256 22758 20124 0
40199 478 1 13685 14256 22758 20124 0
40237 480 1 13681 14256 22758 20124 0
40286 480 1 13681 14260 22758 20124 0
40354 485 1 13681 14260 22747 20124 0
40407 487 1 13681 14260 22747 20124 0
40407 487 1 13681 14260 22747 20124 0
40453 487 1 13670 14260 22747 20124 0
40503 489 1 13670 14243 22747 20124 0
40554 489 1 13670 14243 22737 20124 0
40603 489 1 13670 14243 22737 20130 0
40615 489 1 13670 14243 22737 20130 0
40653 489 1 13688 14243 22737 20130 0
40704 489 1 13688 14257 22737 20130 0
40770 489 1 13688 14257 22729 20130 0
